gender;Near_Location;Partner;Promo_friends;Phone;Contract_period;Group_visits;Age;Avg_additional_charges_total;Month_to_end_contract;Lifetime;Avg_class_frequency_total;Avg_class_frequency_current_month;Churn
1;1;1;1;1;12;0;31;14.899.913.231.023.500;12.0;7;18.205.753.108.610.300;18.053.744.683.367.800;0
1;0;1;0;0;1;1;28;22.271.532.347.506.000;1.0;1;0.7831060194687544;0.5187114544874789;1
0;0;0;0;1;1;0;27;18.521.088.525.003.700;1.0;6;0.7406777245180012;0.6721475178425816;0
0;1;0;0;1;12;1;30;855.813.918.686.716;9.0;17;26.617.450.543.350.600;2.565.624.968.859.060;0
0;1;1;1;1;12;0;26;21.547.657.592.028.500;9.0;7;24.542.282.053.862.200;2.229.717.953.470.920;0
1;1;0;0;1;1;1;28;7.953.083.110.617.760;1.0;4;12.261.663.270.177.500;12.328.949.899.484.300;0
0;1;1;0;1;12;0;26;13.233.955.360.332.500;12.0;9;3.381.583.407.422.060;3.443.562.730.115.330;0
0;1;1;1;1;1;0;30;9.580.402.094.487.120;1.0;4;13.392.309.541.648.100;14.190.772.752.141.600;0
0;0;0;0;1;1;0;26;11.933.992.739.748.200;1.0;2;17.738.299.623.462.100;0.8451335105360377;1
1;0;1;0;1;6;0;30;6.721.429.781.687.210;6.0;1;0.14138721444428293;0.2780487059678245;0
0;1;0;0;1;1;0;32;16.600.411.591.408.900;1.0;7;3.723.612.213.428.890;36.944.816.935.643.800;0
0;1;0;0;0;12;1;32;2.765.726.189.361.170;8.0;1;1.623.602.921.242.800;17.199.711.123.636.700;0
0;1;0;1;1;6;0;34;11.164.396.401.074.500;6.0;3;17.510.590.252.880.900;17.965.761.142.314.100;0
0;1;0;0;1;1;0;32;15.836.547.436.032.500;1.0;2;18.906.160.163.628.300;19.418.229.813.912.600;0
0;1;0;0;1;1;1;37;6.126.257.392.544.920;1.0;3;0.4428478247300201;0.4504956671855511;0
1;0;0;1;1;6;1;27;2.684.628.026.961.340;6.0;5;10.518.253.167.536.100;0.8809336724114423;0
0;1;0;0;1;1;0;31;19.295.875.208.891.900;1.0;7;33.718.475.933.235.900;3.434.645.868.620.460;0
1;1;1;0;1;6;0;33;2.640.094.278.422.360;6.0;7;1.424.129.645.247.480;13.607.336.372.180.400;0
1;1;0;0;1;1;1;32;2.894.454.578.043.400;1.0;2;28.462.864.758.039.700;27.805.037.064.917.800;0
0;1;1;0;1;1;0;29;17.237.381.424.309.900;1.0;0;20.509.586.370.363.300;22.145.832.818.892;0
1;1;1;1;1;6;1;30;979.178.191.412.946;6.0;2;28.443.607.047.453.500;296.915.673.421.588;0
1;0;0;0;1;1;0;30;749.221.835.066.849;1.0;2;2.218.290.266.044.700;2.182.237.971.663.440;0
0;1;0;0;1;1;1;28;1.788.156.290.810.930;1.0;1;1.322.342.589.574.930;0.6748843911748569;1
0;1;0;0;1;1;0;31;3.212.138.581.463.250;1.0;6;25.153.683.997.017.200;23.490.600.117.000.800;0
1;1;1;1;1;1;1;29;4.117.113.085.850.300;1.0;1;0.5232727551132157;0.5149945256648368;0
1;1;0;0;0;6;0;37;3.626.004.771.822.380;6.0;10;22.454.800.107.757.400;22.937.169.782.711.700;0
1;1;0;0;1;12;0;27;2.121.872.030.601.550;10.0;3;0.0635405347079665;0.0;0
0;0;0;0;1;1;0;32;800.073.629.625.308;1.0;1;0.8811931002995854;0.8606186905863473;1
1;1;1;0;0;1;1;27;87.369.072.783.395;1.0;1;16.051.571.893.837.800;0.5450593795457459;1
0;1;0;0;1;1;1;30;8.742.897.102.196.270;1.0;2;13.566.411.832.313.300;14.226.627.128.765.500;1
0;1;1;0;1;12;1;31;16.326.080.481.750.800;10.0;2;0.23312100765744925;0.3077194445416504;0
0;1;1;1;0;1;0;31;4.791.323.833.846.530;1.0;3;12.192.828.038.965.500;10.730.941.006.359.200;0
1;1;1;0;1;1;1;33;2.263.539.513.639.580;1.0;1;18.193.467.220.878.800;18.038.138.895.384.000;0
1;0;0;0;1;1;0;29;10.768.223.624.663.200;1.0;1;18.620.621.569.635.500;10.709.648.494.655.700;1
0;1;1;1;1;12;1;28;11.329.911.571.946.700;12.0;4;30.625.146.417.673.700;31.581.083.483.383.300;0
0;1;1;1;1;12;1;30;1.316.627.022.446.100;9.0;5;0.0;0.08970684327647699;0
1;0;1;0;1;1;0;36;3.043.332.705.945.560;1.0;2;3.738.860.021.260.300;3.776.367.611.297.120;0
0;1;0;0;1;12;0;30;16.597.774.217.280.700;12.0;3;28.817.310.599.475.500;29.094.484.043.399.700;0
0;1;1;1;1;12;1;35;302.878.534.738.432;9.0;4;4.661.961.248.469.950;47.330.590.768.749.600;0
1;1;1;0;1;1;0;31;1.256.193.596.954.300;1.0;4;0.4077973094142546;0.43714468913669857;0
0;1;1;0;1;12;1;29;4.224.532.509.765.180;12.0;12;32.608.140.364.674.100;33.953.526.869.551.400;0
1;1;0;0;1;1;0;25;29.495.448.051.607.300;1.0;11;18.309.765.970.272.100;204.669.681.459.107;0
0;1;0;0;1;6;0;29;61.658.825.727.238.900;6.0;8;0.4057144226374647;0.29492091933493897;0
1;1;0;0;0;1;0;24;4.379.864.280.702.110;1.0;0;0.3988878266173657;0.3361389976156263;1
1;0;0;0;1;1;0;30;300.329.873.368.941;1.0;0;0.9840615213358412;0.9097792264819788;1
1;1;1;1;0;6;1;30;3.786.654.363.508.130;6.0;3;25.070.302.496.236.200;27.104.782.706.603.800;0
0;1;0;0;1;1;0;28;6.042.205.160.338.380;1.0;0;0.956177999272542;0.3264269663717421;1
0;1;1;1;1;1;0;33;2.082.639.472.715.420;1.0;3;0.7050053772128169;0.7011471402283354;0
0;1;1;1;1;12;0;27;1.758.822.373.865.700;6.0;6;10.884.871.900.526.300;10.890.611.003.372.800;0
1;1;0;0;1;1;1;28;1.690.003.691.632.580;1.0;1;22.886.970.909.807.300;28.117.122.585.718.900;1
0;0;0;0;1;1;0;30;35.389.483.221.304.100;1.0;4;1.025.733.570.347.170;0.8821477822703596;0
0;1;0;0;1;1;0;30;3.364.768.713.417.800;1.0;1;0.7063989487408346;0.6160593406375316;0
1;1;0;0;1;6;0;24;233.821.819.461.228;6.0;1;24.656.139.206.905.000;250.528.150.989.596;1
1;1;0;1;1;12;1;28;4.211.737.765.085.550;11.0;5;2.203.082.504.661.740;21.495.434.822.523.800;0
0;1;0;0;1;1;0;31;10.491.704.106.895.700;1.0;0;11.954.402.753.729.300;0.2476364788908301;1
0;1;0;1;0;1;1;28;24.944.664.944.128.900;1.0;1;15.137.459.963.929.000;0.0;1
0;0;0;0;1;1;0;31;10.352.946.486.576.900;1.0;6;14.958.683.371.670.300;14.933.401.073.551.800;0
1;1;1;0;1;1;0;30;12.787.906.257.455.400;1.0;1;39.904.465.637.408.800;4.025.627.030.971.000;0
0;0;1;0;1;12;1;31;2.664.347.602.796.110;9.0;2;27.669.798.973.464.800;26.827.900.229.335.000;0
1;1;0;0;1;1;0;28;3.094.325.947.999.040;1.0;2;2.971.051.137.271.600;294.488.683.090.342;0
1;1;1;0;1;12;0;24;7.067.150.093.064.270;12.0;7;24.866.758.386.707.700;2.487.343.644.977.180;0
0;1;1;0;1;1;0;31;11.870.970.896.052.500;1.0;13;22.073.517.165.373.100;2.234.250.436.990.260;0
0;1;1;0;1;1;1;33;12.732.609.433.383.200;1.0;3;24.566.244.342.444.700;2.384.780.243.491.880;0
1;1;0;0;1;1;1;34;12.363.534.886.016.400;1.0;4;0.9335082194392526;0.9267313437507352;0
0;1;1;1;1;1;1;25;5.764.080.608.692.970;1.0;1;15.187.958.941.592.900;19.178.718.910.166.600;1
1;1;0;1;1;1;0;33;31.449.560.104.543.900;1.0;3;32.967.909.371.151.500;3.158.237.281.064.120;0
1;1;1;1;0;6;0;28;22.809.893.908.574.200;6.0;1;0.9532947370875609;0.0;1
0;1;0;0;1;12;1;32;13.098.141.748.474.900;11.0;5;2.301.247.098.543.040;22.745.728.694.034.700;0
1;1;0;0;1;1;1;30;10.426.830.958.825.200;1.0;0;18.502.641.584.009.000;14.947.189.943.837.800;1
1;0;1;0;1;6;0;29;1.099.986.514.124.410;6.0;5;20.935.330.311.343.700;2.027.589.676.129.570;0
1;1;1;0;1;6;0;33;76.695.751.402.237;4.0;7;34.876.594.985.244.700;34.454.228.491.511.600;0
0;1;1;0;1;6;1;29;20.841.746.374.923.800;5.0;1;14.003.684.955.645.800;12.984.264.070.191.900;0
1;1;1;1;1;12;1;32;7.331.758.254.405.930;12.0;5;3.287.171.951.548.460;322.625.399.682.724;0
1;1;1;1;1;12;0;30;2.092.103.335.070.740;11.0;2;2.582.536.887.398.140;2.573.796.804.063.160;0
1;1;1;0;1;1;1;26;30.092.798.748.069.700;1.0;2;23.837.080.544.156.100;22.147.552.469.111.700;0
0;1;1;0;1;1;0;27;3.721.845.733.937.840;1.0;6;3.100.581.034.079.900;31.159.902.323.242.400;0
1;1;1;1;1;12;0;35;21.143.014.185.933.600;12.0;1;2.728.726.608.860.250;2.729.694.407.590.570;0
1;1;1;1;1;1;0;23;19.181.806.276.748.000;1.0;1;15.533.782.427.132.900;11.202.849.447.914.000;1
0;1;0;0;1;1;0;28;1.094.925.236.483.250;1.0;1;18.256.845.016.034.900;18.693.400.605.183.400;0
0;1;1;1;1;12;1;34;1.693.236.577.161.870;12.0;1;20.776.150.864.142.800;2.182.571.210.490.270;0
1;1;1;1;1;1;1;33;32.869.097.743.983.100;1.0;12;23.422.314.414.952.600;22.735.362.846.807.800;0
0;1;0;0;1;6;1;35;44.286.882.256.923.200;6.0;1;0.4993828448097724;0.5985319291198938;0
1;1;0;0;0;1;0;27;561.786.138.497.775;1.0;0;19.828.498.658.641.100;13.385.705.768.262.000;1
0;1;1;0;1;1;0;25;49.278.551.350.296.500;1.0;3;1.419.160.803.959.890;1.279.736.013.382.350;1
1;1;1;1;1;1;1;30;9.479.606.251.386.360;1.0;1;1.106.102.314.772.080;0.32318010729853475;1
1;0;0;1;1;1;0;30;3.012.333.990.353.950;1.0;1;329.207.516.136.828;3.269.879.267.674.620;0
0;1;1;1;1;6;0;30;2.605.853.557.594.850;6.0;4;15.338.905.599.249.800;15.013.827.143.895.600;0
1;0;0;0;1;1;0;27;22.532.940.058.803.600;1.0;2;0.5831661905143818;0.8560768078159704;1
1;1;0;0;1;1;1;30;3.037.275.543.664.570;1.0;1;2.078.957.684.055.860;25.704.513.946.038.300;1
0;0;0;0;0;1;0;25;2.476.110.956.198.490;1.0;9;33.260.479.835.473.400;33.675.050.780.453.400;0
1;1;0;0;1;1;1;27;13.357.018.003.003.900;1.0;2;31.020.289.776.569.200;31.612.364.993.928.600;0
0;1;0;0;1;1;0;24;5.378.760.781.677.700;1.0;4;1.084.734.543.767.830;10.819.027.098.352.700;0
0;1;1;0;0;12;0;32;18.254.869.997.348.600;12.0;2;15.688.220.254.654.700;15.036.626.952.561.400;0
0;1;1;0;1;1;0;32;2.118.141.698.710.400;1.0;3;2.270.248.900.742.730;2.155.382.619.256.750;0
0;0;1;0;1;12;0;33;1.965.945.958.701.800;12.0;5;14.955.743.538.569.700;13.985.506.840.863.000;0
0;1;0;0;1;1;0;25;7.056.509.891.958.880;1.0;1;11.127.181.855.139.300;0.7166209650309967;1
0;1;1;0;1;1;0;27;4.706.427.625.180.360;1.0;2;16.061.065.816.571.200;173.963.959.741.732;1
0;0;1;0;1;6;1;30;30.896.204.307.704.600;3.0;8;13.752.392.446.477.900;14.472.785.544.112.800;0
1;1;1;1;1;12;1;32;59.917.857.455.895.000;11.0;4;0.5296202923288764;0.5035893545216089;0
0;1;0;0;1;1;0;25;22.483.668.755.772.600;1.0;0;1.270.843.072.401.770;0.7783876768911253;1
1;1;1;1;1;6;1;33;21.136.241.304.310.100;6.0;2;0.03347408069844482;0.04308300779642195;0
1;1;0;0;0;6;1;29;11.634.512.473.349.100;6.0;4;1.947.272.984.375.300;18.432.115.547.223.100;0
1;1;1;0;1;12;1;31;4.039.625.201.718.740;12.0;2;2.558.091.173.085;26.876.862.543.708.100;0
1;1;0;0;1;1;0;26;15.479.277.827.257.000;1.0;0;16.452.163.401.014.400;17.947.440.163.978.800;1
0;1;1;1;1;6;1;30;31.055.816.795.371.300;6.0;9;27.690.799.115.010.300;27.446.660.714.866.200;0
0;1;0;0;1;1;0;21;2.153.961.708.621.790;1.0;0;0.698017013292463;0.9852456922978956;1
1;1;1;0;1;1;0;28;1.186.067.922.829.250;1.0;4;21.703.084.458.411.500;21.887.377.097.936.100;0
0;1;1;1;1;12;1;33;6.482.988.507.036.480;11.0;1;28.526.598.181.797.800;2.809.402.137.671.440;0
0;0;1;0;1;6;0;33;428.904.331.572.821;6.0;4;146.680.708.520.786;1.292.824.003.996.770;0
0;0;0;0;1;1;0;28;94.935.375.360.385;1.0;7;1.898.403.338.863.190;19.082.603.781.608.600;0
1;0;0;0;0;1;0;30;8.909.440.024.482.760;1.0;4;15.549.169.452.308.400;14.651.692.360.765.700;0
1;1;1;0;1;1;1;32;2.028.418.540.441.840;1.0;6;0.3537482833066581;0.18700290540775105;0
1;1;0;0;1;6;1;31;34.699.763.494.685.400;6.0;4;3.960.515.478.578.980;3.797.594.119.467.670;0
1;0;0;0;1;1;1;28;2.093.388.491.812.620;1.0;3;37.877.580.680.597.600;3.680.691.565.628.330;0
0;1;1;0;1;1;0;29;8.120.430.397.426.570;1.0;0;23.375.251.665.631.100;21.016.425.108.234.100;1
0;1;1;1;1;6;0;31;22.168.974.227.943.600;6.0;1;0.9932804061750479;0.9270783554888395;0
0;1;1;1;1;1;1;30;8.380.905.576.600.620;1.0;9;0.0;0.0;0
0;1;0;1;1;1;1;24;2.974.604.343.965.720;1.0;5;1.308.771.756.898.060;11.932.876.718.918.700;0
1;1;0;0;1;1;0;31;9.268.242.236.111.270;1.0;0;31.515.538.524.796.800;32.550.140.322.339.100;1
0;1;0;0;1;1;0;27;17.962.254.946.093.600;1.0;3;22.130.640.069.702.600;1.087.306.283.234.980;1
0;1;0;0;1;12;1;25;14.876.187.874.733.100;12.0;13;2.467.928.722.182.180;2.516.112.554.690.710;0
0;1;0;0;1;6;1;33;19.623.040.389.874.000;5.0;4;25.822.911.183.480.200;26.319.724.284.885.300;0
1;1;1;1;1;6;0;29;7.577.134.294.547.770;6.0;16;39.915.980.033.857.600;3.849.426.924.496.030;0
0;1;0;0;1;12;0;31;7.366.291.261.257.360;11.0;2;2.023.341.726.358.440;19.214.427.775.724.100;0
1;1;1;0;1;12;1;28;40.172.108.163.790.800;12.0;3;19.942.820.356.028.900;1.815.132.608.105.880;0
1;1;1;1;1;12;0;30;12.673.778.542.627.700;11.0;3;13.928.109.965.251.400;14.672.603.821.888.900;0
1;1;1;1;1;6;0;25;4.751.086.882.235.990;6.0;1;3.183.699.755.714.540;3.146.769.581.887.090;0
1;1;1;1;1;6;0;23;1.046.008.322.428.950;5.0;3;2.706.416.978.099.080;29.422.690.855.805.700;0
1;1;1;0;1;1;0;33;20.824.959.040.053.000;1.0;5;3.185.853.150.731.310;31.276.885.789.228.900;0
0;1;0;0;1;12;0;31;6.051.661.086.947.120;12.0;4;0.28163918035611796;0.32768681634419683;0
1;1;0;0;1;12;1;34;19.896.034.793.943.300;9.0;3;29.178.525.260.485.500;27.972.720.018.932.500;0
1;1;1;1;0;1;0;30;1.678.809.021.890.930;1.0;1;27.597.341.644.442.200;25.270.197.142.952.200;1
0;1;0;0;1;1;0;25;1.180.202.886.488.700;1.0;1;0.7151048096457298;0.4235857771474357;1
0;1;1;1;1;1;0;27;2.638.289.611.621.340;1.0;2;2.697.925.526.232.160;2.046.725.585.697.930;1
1;1;1;1;0;1;1;28;10.828.822.359.429.300;1.0;2;2.916.168.462.313.750;31.126.163.962.157;0
1;1;0;0;1;1;0;31;14.567.959.907.125.400;1.0;5;28.458.139.076.802.500;29.987.624.879.795.600;0
1;1;1;0;1;6;1;32;2.747.544.395.484.130;6.0;2;3.787.900.175.752.580;38.286.174.980.400.000;0
0;1;0;0;1;1;1;19;16.287.335.365.115.100;1.0;0;0.8270577777709461;0.2403694529034241;1
0;1;0;0;1;6;0;30;12.141.890.864.247.200;6.0;5;12.031.530.851.668.700;13.482.356.761.148.200;0
1;1;1;1;1;12;0;25;24.161.384.109.088.800;12.0;5;27.209.492.720.677.900;26.317.951.999.593.200;0
1;1;1;1;1;1;1;31;15.172.812.771.471.700;1.0;9;3.209.360.886.877.840;3.009.936.570.335.350;0
1;1;1;1;0;1;1;34;18.514.763.266.389.800;1.0;4;23.375.859.389.367;237.983.678.071.393;0
1;1;1;1;1;12;0;24;9.702.752.669.392.470;12.0;4;28.070.800.129.191.700;2.792.703.483.036.600;0
1;1;0;0;0;6;0;33;4.888.063.316.697.390;6.0;1;4.078.849.976.453.920;40.569.538.912.886.800;0
1;1;1;1;1;12;0;34;22.322.773.839.508.400;12.0;2;0.292328553003393;0.34698805771436936;0
1;1;1;0;1;12;1;30;2.365.476.458.403.920;12.0;2;14.378.126.093.071.800;14.764.932.424.964.100;0
1;1;0;1;1;1;0;33;20.954.282.357.710.700;1.0;17;0.0;0.0;0
0;1;1;0;1;12;0;32;3.297.602.838.003.280;12.0;5;11.621.898.984.967.500;11.884.778.824.438.800;0
0;1;1;1;1;6;1;34;6.520.210.679.756.120;6.0;1;0.910312618886956;0.9249437228671228;0
1;1;1;1;1;12;1;32;20.501.332.765.872.800;12.0;14;27.697.228.099.031.800;26.801.194.563.149.200;0
1;1;1;1;1;6;1;28;8.878.694.416.128.730;5.0;8;3.897.556.157.690.020;3.798.186.434.623.820;0
0;1;1;0;1;1;0;24;9.994.346.544.313.050;1.0;4;18.018.023.549.833.500;17.833.450.306.832.300;1
1;1;1;1;1;1;0;28;1.492.449.090.026.220;1.0;0;28.474.749.112.448.100;22.221.456.731.534.100;1
0;1;1;0;0;12;1;22;1.905.337.917.671.880;9.0;2;2.257.147.378.916.170;20.767.359.102.811.000;0
0;1;0;1;1;1;0;27;9.615.382.591.257.890;1.0;2;11.487.992.311.827.700;0.6855834977505576;1
1;1;1;1;1;6;0;24;6.169.577.245.413.640;6.0;8;0.5942167341157385;0.5309396075848513;0
0;1;1;1;1;12;1;29;1.710.112.303.692.200;12.0;1;16.898.350.019.443.100;17.955.786.256.331.600;0
1;1;0;1;1;6;1;31;2.711.088.950.317.000;5.0;17;2.420.643.810.485.100;24.597.174.791.145.800;0
1;1;1;1;1;12;1;32;4.991.247.486.350.480;10.0;3;0.5167255332257437;0.5197068488263019;0
1;1;0;0;1;6;1;25;7.645.255.869.642.810;6.0;3;33.385.949.498.526.200;34.171.730.961.850.900;0
1;1;1;0;1;6;0;28;14.572.695.493.646.500;6.0;7;16.930.988.167.985.000;15.824.973.444.473.000;0
1;1;0;0;1;12;0;27;22.091.924.673.876.600;11.0;1;4.153.562.733.687.040;41.319.614.041.827.400;0
0;0;1;0;1;1;1;29;17.689.470.961.372.000;1.0;1;1.433.896.723.607.890;13.051.359.096.688.600;0
1;1;1;0;0;1;1;35;30.631.644.881.328.300;1.0;3;0.966904411105684;10.465.274.106.716.100;0
0;1;1;1;1;1;0;32;3.301.342.540.676.180;1.0;3;19.377.908.486.204.000;1.890.365.857.474.320;0
1;1;1;1;1;1;0;29;17.883.482.459.063.700;1.0;0;0.011360768165780131;0.0;1
1;1;1;0;1;12;1;29;4.112.434.648.388.390;11.0;1;14.243.582.671.179.700;14.281.096.800.746.200;0
1;1;1;0;1;12;1;24;2.464.266.792.923.050;7.0;4;15.254.006.728.927.700;15.397.247.436.260.700;0
1;1;0;0;1;6;0;30;3.311.810.047.587.440;6.0;20;13.887.708.721.457.400;13.804.591.370.624.500;0
0;1;0;0;1;6;1;29;7.728.112.614.940.780;6.0;2;31.459.634.695.465.900;32.251.461.814.675.600;0
0;0;1;0;1;1;0;22;2.212.369.540.101.710;1.0;1;21.189.812.921.527.600;12.365.222.719.414.900;1
0;1;0;0;1;12;0;35;20.491.105.811.653.100;12.0;2;27.089.485.672.906.400;27.159.328.811.950.400;0
0;1;0;0;1;1;0;27;23.901.883.485.936.200;1.0;6;23.977.432.114.131.900;25.103.230.437.588.000;0
0;1;0;0;1;12;1;30;19.543.261.996.655.600;12.0;5;26.591.229.309.323.500;26.804.027.337.584.600;0
1;1;0;0;1;6;0;31;1.542.929.630.970.700;6.0;0;4.483.104.094.215.660;4.294.358.955.653.410;0
0;1;1;1;1;12;0;32;18.585.289.320.242.500;6.0;2;2.361.846.303.017.430;2.405.736.084.207.450;0
1;1;1;1;1;12;1;24;22.538.947.395.892.200;12.0;6;10.458.160.898.068.200;0.9626700286475816;0
0;1;1;1;1;12;1;32;3.893.748.946.998.120;12.0;4;0.8424262006108267;0.9071758443915262;0
0;1;1;1;1;1;1;28;1.726.354.349.846.660;1.0;5;0.9183032942191054;0.8413566016638754;0
1;1;0;0;1;1;0;32;2.573.665.206.350.920;1.0;1;14.985.541.415.281.000;14.612.251.464.449.700;0
0;1;1;0;1;6;1;27;2.796.888.597.478.940;5.0;1;15.413.706.007.973.400;14.836.265.208.892.400;0
0;1;0;1;1;1;1;24;6.582.524.598.034.600;1.0;1;0.7707929498309957;0.5621691900196479;1
1;1;1;1;0;12;0;27;1.975.880.401.349.390;12.0;3;0.7609446245880402;0.5039833038918189;0
0;1;0;1;1;1;0;32;1.294.322.773.197.110;1.0;1;3.088.049.962.555.820;32.088.332.465.015.000;0
0;1;0;0;1;6;0;31;14.469.053.242.240.600;5.0;5;16.699.497.666.451.800;17.005.920.967.673.200;0
1;1;0;0;1;1;0;29;10.086.158.120.085.000;1.0;1;16.314.068.774.410.700;15.918.828.157.762.000;1
0;1;0;0;0;1;0;28;14.369.588.818.358.300;1.0;15;34.051.169.418.090.700;3.364.224.411.439.710;0
0;0;0;0;1;1;0;22;1.652.981.709.484.670;1.0;0;0.7543599139935114;0.5780561895854373;1
1;1;0;0;1;1;0;33;2.099.889.543.581.670;1.0;3;0.0;0.0;0
1;1;0;0;1;1;1;29;3.838.471.552.065.790;1.0;7;2.676.649.685.173.260;24.458.049.973.228.200;0
1;0;0;0;1;1;0;31;12.146.273.821.023.100;1.0;6;2.641.608.277.502.830;271.553.497.372.709;0
0;1;0;0;0;12;0;31;276.253.985.110.879;9.0;13;2.670.232.820.803.660;278.437.640.325.041;0
1;1;1;1;1;6;0;25;3.203.253.834.993.100;6.0;1;24.992.933.131.572.400;23.424.557.939.109.100;0
0;1;0;0;1;1;0;32;157.904.713.206.799;1.0;2;23.675.668.618.046.700;0.8346621681853337;1
0;1;1;1;1;12;1;27;1.480.528.286.993.880;9.0;4;24.067.189.044.853.200;23.441.098.786.171.000;0
0;1;1;1;1;1;1;24;1.323.456.694.795.090;1.0;1;21.927.093.840.985.000;1.129.857.859.442.230;1
1;0;1;0;1;1;0;32;15.734.053.875.806.200;1.0;6;1.729.395.600.921.470;17.012.781.802.193.400;0
1;1;0;0;1;6;0;28;0.4340871188524461;6.0;3;1.981.469.192.489.550;21.242.357.205.049.400;0
1;1;1;0;0;1;1;28;1.668.162.897.230.470;1.0;3;31.651.748.149.059.300;3.138.332.436.352.980;0
1;1;1;1;1;1;0;35;11.421.021.927.529.800;1.0;10;0.21423448048156435;0.2101165626539935;0
0;0;1;1;1;1;0;33;17.867.481.013.521.500;1.0;9;11.199.591.424.925.200;11.139.186.851.744.300;0
1;1;0;0;1;1;0;27;10.692.192.797.972.000;1.0;10;14.471.175.942.593.300;16.286.433.839.032.300;0
1;1;1;1;1;1;1;23;9.261.433.804.487.110;1.0;0;10.192.974.513.063.900;0.9675767804993064;1
0;1;0;0;1;6;0;30;11.312.767.610.499.100;5.0;2;22.049.673.943.325.100;23.013.993.469.212.300;0
1;1;0;0;0;1;1;31;1.032.743.596.881.180;1.0;4;17.796.134.328.158.500;17.300.128.846.324.100;0
0;1;1;1;1;6;1;33;12.626.341.337.702.600;5.0;12;2.346.198.909.197.930;25.013.196.432.854.400;0
1;1;0;0;1;1;1;30;4.391.593.539.797.850;1.0;4;10.050.500.217.824.500;0.948592751817799;0
1;1;1;0;1;12;0;31;13.479.437.643.464.400;7.0;4;2.337.338.967.381.480;2.300.422.886.063.620;0
1;1;0;0;1;12;0;29;5.383.386.289.557.240;11.0;3;21.807.252.448.046.000;23.352.719.553.664.500;0
1;1;0;0;1;6;1;31;16.551.471.484.004.500;6.0;1;0.14291322590848046;0.08124648077521221;0
1;1;1;1;1;1;1;26;2.477.465.935.470.900;1.0;1;0.0;0.13552235572121962;0
1;1;1;0;1;6;0;27;63.780.804.955.952.500;6.0;4;12.886.055.034.862.500;115.981.864.626.671;0
0;1;1;0;1;6;1;34;61.726.778.151.328.100;5.0;6;2.544.738.359.898.250;25.650.715.082.925.900;0
1;1;0;1;1;1;1;27;818.440.498.585.637;1.0;0;1.223.972.334.302.890;0.3333885851868579;1
0;0;1;0;1;1;1;32;13.105.705.833.685.500;1.0;0;2.119.595.771.009.820;17.012.824.129.033.100;1
0;1;1;0;1;12;1;24;20.293.318.174.405.200;12.0;7;0.7873345147309261;0.7788179399668653;0
1;1;1;1;1;6;1;31;1.243.214.760.763.660;6.0;2;15.016.248.416.893.900;15.973.166.801.296.000;0
1;1;1;1;1;12;1;29;4.436.622.144.243.320;10.0;1;18.608.864.891.888.200;15.280.465.993.070.400;1
0;1;0;0;1;1;1;33;8.952.712.690.719.870;1.0;6;23.825.815.846.502.100;24.044.263.207.155.200;0
0;0;0;0;1;1;0;27;45.921.371.486.443.300;1.0;1;13.019.546.019.382.300;0.9374313062149534;1
1;1;0;0;1;1;0;31;13.957.451.491.443.000;1.0;3;1.430.031.961.751.060;0.6685113311159212;1
0;1;0;0;0;6;0;31;26.857.082.657.979.900;6.0;1;19.230.312.747.665.300;108.669.234.301.599;1
1;1;0;0;1;12;1;30;1.854.852.607.368.470;12.0;3;0.4965242277494788;0.6088987843885196;0
1;1;1;1;1;12;0;31;25.790.740.421.077.500;8.0;1;4.565.135.727.743.330;4.594.345.938.259.680;0
0;1;1;1;1;12;1;33;5.189.794.008.366.660;12.0;3;0.2506385941208093;0.20208551929199964;0
0;1;1;0;0;6;1;30;11.869.924.604.499.600;6.0;2;15.875.075.638.153.900;14.133.071.873.290.000;0
0;1;1;1;1;1;0;30;4.595.907.957.477.970;1.0;5;34.688.680.718.781.400;3.382.426.486.247.130;0
1;0;0;0;1;1;0;29;1.835.302.597.110.640;1.0;6;0.6698823615177414;0.7039625295385075;0
1;1;1;1;1;12;0;27;1.527.697.924.693.580;11.0;12;21.447.709.552.470.600;2.136.519.077.009.710;0
1;1;0;1;0;6;1;32;1.503.640.478.291.990;3.0;2;16.508.233.364.910.400;16.503.167.574.254.800;0
1;1;0;0;1;1;0;32;26.192.302.889.580.800;1.0;9;30.862.154.224.831.700;30.270.965.467.085.600;0
1;1;1;0;1;12;0;33;3.846.065.486.110.840;12.0;1;22.151.703.152.355.800;22.511.991.772.200.800;0
0;1;0;0;1;1;1;24;18.705.186.956.484.300;1.0;1;2.075.946.756.390.610;10.676.565.480.856.000;1
1;1;0;0;0;12;1;28;3.691.316.265.019.190;12.0;7;29.643.779.933.735.600;28.181.027.954.397.900;0
1;1;0;0;1;1;1;28;17.100.537.871.256.500;1.0;1;2.048.010.812.213.910;2.289.283.201.635.540;1
0;1;1;1;0;1;0;29;22.616.019.771.976.800;1.0;2;22.902.975.724.897.700;23.338.554.035.908.400;0
1;0;1;0;1;6;0;27;1.486.901.643.635.800;5.0;5;124.828.711.262.733;10.510.459.480.703.500;0
0;1;1;0;1;6;0;30;92.025.680.895.226;6.0;1;1.648.646.859.968.430;16.001.965.945.310.500;0
0;1;1;1;1;1;0;27;14.709.410.650.869.300;1.0;0;0.4010557537959718;0.0;1
